site,category,title,price,seller,url
oldbikemart,cruiser,AJS 18 Statesman,3750,Private listing,https://www.oldbikemart.co.uk/listings/ajs-18-statesman-p3309/
oldbikemart,cruiser,Yamaha Virago 250V,450,Private listing,https://www.oldbikemart.co.uk/listings/yamaha-virago-250v-p3506/
oldbikemart,naked,BSA Bantam,2500,Private listing,https://www.oldbikemart.co.uk/listings/bsa-bantam-p3189/
oldbikemart,naked,Honda CBF250,1800,Private listing,https://www.oldbikemart.co.uk/listings/honda-cbf250-p3184/
oldbikemart,naked,Honda NTV650 Bros,1850,Private listing,https://www.oldbikemart.co.uk/listings/honda-ntv650-bros-p3196/
oldbikemart,naked,Suzuki Sachs,2500,Private listing,https://www.oldbikemart.co.uk/listings/suzuki-sachs-p3440/
oldbikemart,off-road,Bultaco Pursang,350,Private listing,https://www.oldbikemart.co.uk/listings/bultaco-pursang-p3296/
oldbikemart,off-road,Husqvarna Classic Enduro,975,Private listing,https://www.oldbikemart.co.uk/listings/husqvarna-classic-enduro-p3360/
oldbikemart,off-road,Norton ES2 500,3950,Private listing,https://www.oldbikemart.co.uk/listings/norton-es2-500-p3422/
oldbikemart,scooter,Moto Rumi Formichino,6750,Private listing,https://www.oldbikemart.co.uk/listings/moto-rumi-formichino-p3407/
oldbikemart,sport-tourer,Aermacchi Ala Verde,5995,Private listing,https://www.oldbikemart.co.uk/listings/aermacchi-ala-verde-p3424/
oldbikemart,sport-tourer,BMW R100RS,4750,Private listing,https://www.oldbikemart.co.uk/listings/bmw-r100rs-in-blue-silver-p3288/
oldbikemart,sport-tourer,Honda 550 F3,2995,Private listing,https://www.oldbikemart.co.uk/listings/honda-550-f3-p3388/
oldbikemart,sport-tourer,Kawasaki ZZR1100,1000,Private listing,https://www.oldbikemart.co.uk/listings/kawasaki-zzr1100-p3496/
oldbikemart,sport-tourer,Triumph Daytona 955i,3000,Private listing,https://www.oldbikemart.co.uk/listings/triumph-daytona-955i-p3215/
oldbikemart,sport-tourer,Yamaha Diversion 900 shaft drive,800,Private listing,https://www.oldbikemart.co.uk/listings/yamaha-diversion-900-shaft-drive-p3289/
oldbikemart,sport-tourer,Yamaha XJ900,1200,Private listing,https://www.oldbikemart.co.uk/listings/yamaha-xj900-p3304/
oldbikemart,sports,Ducati 996S,,Private listing,https://www.oldbikemart.co.uk/listings/ducati-996s-p3362/
oldbikemart,sports,Kawasaki ZXR400,5000,Private listing,https://www.oldbikemart.co.uk/listings/kawasaki-zxr400-p3217/
oldbikemart,sports,Suzuki Gamma 250,2500,Private listing,https://www.oldbikemart.co.uk/listings/suzuki-gamma-250-p3305/
oldbikemart,touring,Honda CBF250,1300,Private listing,https://www.oldbikemart.co.uk/listings/honda-cbf250-p3404/
oldbikemart,touring,Jawa,2000,Private listing,https://www.oldbikemart.co.uk/listings/jawa-p3398/
oldbikemart,touring,Kawasaki W650,2950,Private listing,https://www.oldbikemart.co.uk/listings/kawasaki-w650-p3299/
oldbikemart,touring,Moto Guzzi California Ev,2500,Private listing,https://www.oldbikemart.co.uk/listings/moto-guzzi-california-ev-p3495/
oldbikemart,touring,Moto Guzzi Le Mans,3400,Private listing,https://www.oldbikemart.co.uk/listings/moto-guzzi-le-mans-p3421/
oldbikemart,trike,Harley-Davidson Servicar,9250,Private listing,https://www.oldbikemart.co.uk/listings/harley-davidson-servicar-p3339/
